response,context
"Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails.  Yeah yeah, I heard this one.  You get the idea  we're cool now.","[{""text"": ""W-what're you doing?"", ""speaker"": ""All Mortys""}, {""text"": ""Calling myself. Here, listen,  it'll probably go to voice mail since, you know, I'm calling myself."", ""speaker"": ""All Ricks""}, {""text"": ""Don't fall for it, it's a bit."", ""speaker"": ""All Ricks""}]"
Fine I'll just do it myself.,"[{""text"": ""Don't fall for it, it's a bit."", ""speaker"": ""All Ricks""}, {""text"": ""Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails.  Yeah yeah, I heard this one.  You get the idea  we're cool now."", ""speaker"": ""All Ricks""}, {""text"": ""Okay, well we're still not gonna let you out of this crate."", ""speaker"": ""All Summers""}]"
"Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds.","[{""text"": ""Okay, well we're still not gonna let you out of this crate."", ""speaker"": ""All Summers""}, {""text"": ""Fine I'll just do it myself."", ""speaker"": ""All Ricks""}, {""text"": ""If you could get out that whole time why didn't you?"", ""speaker"": ""All Mortys""}]"
"Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land.","[{""text"": ""Ay, damn it, were you tryin' to use this to- oh, see, you broke time, and you thought you could just stick it back together with this? How you think you gonna move time while you're standin in it you dumn ass three-dimensional monkey ass dummies?"", ""speaker"": ""Testicle Monster A""}, {""text"": ""Oh way to go, Rick."", ""speaker"": ""All Mortys""}, {""text"": ""Yeah Grampa, way to go."", ""speaker"": ""All Summers""}]"
"Yes, we're back, problem solved.","[{""text"": ""Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land."", ""speaker"": ""All Ricks""}, {""text"": ""Shut up. Here, put these on. They'll sync your possibilities up so I can bring you back to certain time. Y'all just-just negligent, now ay, ay, ay, the three of you, put your collars on!"", ""speaker"": ""Testicle Monster A""}, {""text"": ""Exactly, because you're being obstinate."", ""speaker"": ""Testicle Monster A""}]"
How long exactly do we have to wear these things? They're really embarassing.,"[{""text"": ""Yes, we're back to our own time."", ""speaker"": ""Summer""}, {""text"": ""Yes no more cats, no more cats, oh you did it, you fixed it."", ""speaker"": ""Morty""}, {""text"": ""Yeah, now keep those collars on so you don't break your weak ass time again."", ""speaker"": ""Testicle Monster A""}]"
"I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco. Besides, there's a larger lesson to be learned here. Get him!","[{""text"": ""Time prison?"", ""speaker"": ""Summer""}, {""text"": ""Yeah, well I don't know where you expect me to think you got that crystal over there, but the only way you dumb ass, assin' ass asses could ever have one, is if it was stolen."", ""speaker"": ""Testicle Monster A""}, {""text"": ""You stole a time freezing crystal from testical monsters?"", ""speaker"": ""Summer""}]"
What if I told you there's a huge ticket up right behind you?,"[{""text"": ""Uh-huh, no motha- no, Earth, dude, I'm talking 'bout, yeah, with the dinosaurs. No, if you've get to the dolphin people, you've gone too far. Alright man, I'll talk to you later, okay.  You know what they do with 3rd dimensional life forms in time prison? Same thing they do in every other prison, only forever."", ""speaker"": ""Testicle Monster A""}, {""text"": ""Why are you doing this?"", ""speaker"": ""Morty""}, {""text"": ""You think I wanna be an omniscient immortal being transcending time and space my whole life? I got ambitions man, bringin' you guys in is my ticket up."", ""speaker"": ""Testicle Monster A""}]"
"Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you.","[{""text"": ""You think I wanna be an omniscient immortal being transcending time and space my whole life? I got ambitions man, bringin' you guys in is my ticket up."", ""speaker"": ""Testicle Monster A""}, {""text"": ""What if I told you there's a huge ticket up right behind you?"", ""speaker"": ""Rick""}, {""text"": ""You really think I'm that stupid?"", ""speaker"": ""Testicle Monster A""}]"
"Ah, God, gross and weird!","[{""text"": ""You really think I'm that stupid?"", ""speaker"": ""Testicle Monster A""}, {""text"": ""Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you."", ""speaker"": ""Rick""}, {""text"": ""I cannot argue that."", ""speaker"": ""Testicle Monster A""}]"
"Summer, Morty, take off your collars!","[{""text"": ""Ah, God, gross and weird!"", ""speaker"": ""Rick""}, {""text"": ""Chris!"", ""speaker"": ""Testicle Monster A""}, {""text"": ""You killed my gun!"", ""speaker"": ""Testicle Monster A""}]"
Good question. I suppose the answer is,"[{""text"": ""You killed my gun!"", ""speaker"": ""Testicle Monster A""}, {""text"": ""Summer, Morty, take off your collars!"", ""speaker"": ""Rick""}, {""text"": ""What? What the hell are you doing?"", ""speaker"": ""Testicle Monster A""}]"
"You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh shit look at that.","[{""text"": ""Yes, oh, yes, yes!"", ""speaker"": ""Morty""}, {""text"": ""Woohoo! Whoo! Whoo!"", ""speaker"": ""Summer""}, {""text"": ""Oh, that was a close call. Oh yeah, do it Rick, do it right."", ""speaker"": ""Morty""}]"
Yeah.,"[{""text"": ""Do the cabbage patch. Do\u2014do\u2014do the dance."", ""speaker"": ""Morty""}, {""text"": ""Hey wait a second, how come you guys took longer to get here?"", ""speaker"": ""Summer""}, {""text"": ""I don't know. I think like one sixty-fourth of my collars didn't work. It's hard to keep straight now that I have sixty-three other memories of everything."", ""speaker"": ""Morty""}]"
"Shut up, Morty. The last time you felt something, we all almost died. You little s—piece of shit.","[{""text"": ""I don't know. I think like one sixty-fourth of my collars didn't work. It's hard to keep straight now that I have sixty-three other memories of everything."", ""speaker"": ""Morty""}, {""text"": ""Yeah."", ""speaker"": ""Rick""}, {""text"": ""But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think."", ""speaker"": ""Morty""}]"
No it doesn't. It hurts.,"[{""text"": ""Are you guys Power Rangers? But only on one small part of your necks? Hey, do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they're just fruity necklaces is all I was saying."", ""speaker"": ""Jerry""}, {""text"": ""I'm gonna pee my pants."", ""speaker"": ""Beth""}, {""text"": ""Doesn't feel so good, does it?"", ""speaker"": ""Morty""}]"
"Uh, w-why don't you get it Jerry? you're the man of the house and you don't have a job.","[{""text"": ""Yeah, that's him. Hey, man, remember me?  I got something for your ass! You don't mess with time! You don't fuck with time, motherfucker!"", ""speaker"": ""Testicle Monster A""}, {""text"": ""The trick to cereal is keeping 70% of it above the milk."", ""speaker"": ""Jerry""}, {""text"": ""Jerry, get a job."", ""speaker"": ""Beth""}]"
"Ughhhh... belchflies towards front doorTurning back around and re-entering dining roomScoffsHovers over Jerry and fully shoves him into underside before flying away through open front door and into skyRuns to front doorFollow BethLooking into skyStill eating cerealUnscrewing and drinking from scotch flaskMorty waveskissing Beth's handHolding a suit in a dry cleaning bag* Your language has 'squanch,' in it a lot. Doesn't that become tedious and worn out like the Smurf thing?","[{""text"": ""Jerry, get a job."", ""speaker"": ""Beth""}, {""text"": ""Uh, w-why don't you get it Jerry? you're the man of the house and you don't have a job."", ""speaker"": ""Rick""}, {""text"": ""Gross, what is that thing?"", ""speaker"": ""Summer""}]"
"Beth, Squanchy culture is more... contextual than literal. You just say what's in your squanch and people understand.","[{""text"": ""Uh, w-why don't you get it Jerry? you're the man of the house and you don't have a job."", ""speaker"": ""Rick""}, {""text"": ""Gross, what is that thing?"", ""speaker"": ""Summer""}, {""text"": ""Ughhhh... belchflies towards front doorTurning back around and re-entering dining roomScoffsHovers over Jerry and fully shoves him into underside before flying away through open front door and into skyRuns to front doorFollow BethLooking into skyStill eating cerealUnscrewing and drinking from scotch flaskMorty waveskissing Beth's handHolding a suit in a dry cleaning bag* Your language has 'squanch,' in it a lot. Doesn't that become tedious and worn out like the Smurf thing?"", ""speaker"": ""Rick""}]"
"Oh boy. Time to go, Morty.","[{""text"": ""Beth, Squanchy culture is more... contextual than literal. You just say what's in your squanch and people understand."", ""speaker"": ""Rick""}, {""text"": ""Oh, okay... I squanch my family."", ""speaker"": ""Beth""}, {""text"": ""What? I do, I squanch my family."", ""speaker"": ""Beth""}]"
"The Pentagon. I mean, not THE Pentagon.  The lame one, here on Earth.","[{""text"": ""What? I do, I squanch my family."", ""speaker"": ""Beth""}, {""text"": ""Oh boy. Time to go, Morty."", ""speaker"": ""Rick""}, {""text"": ""Uhh, where?"", ""speaker"": ""Morty""}]"
Morty and I are going to look into it. You guys hold tight.,"[{""text"": ""Shut up, Jerry."", ""speaker"": ""Beth""}, {""text"": ""Ok\u2026"", ""speaker"": ""Jerry""}, {""text"": ""Dad, what do you know about this?"", ""speaker"": ""Beth""}]"
Stay back! This watch turns people into snakes!,"[{""text"": ""Ma\u2019am, a giant head in the sky is controlling the weather. Did you wanna play checkers? Let\u2019s be rational! I\u2019ll see you at God\u2019s house!"", ""speaker"": ""Mr. Goldenfold""}, {""text"": ""Gentlemen, gentlemen, one at a time! Simon?"", ""speaker"": ""President""}, {""text"": ""Have you tried sending it launch codes? Mr. President, what America\u2019s got is 70,000 megatons of KABOOM-BOOM! And I say we show it right up this floating head\u2019s ass!"", ""speaker"": ""Nathan""}]"
My name is Rick Sanchez. This here’s my grandson Morty.,"[{""text"": ""Have you tried sending it launch codes? Mr. President, what America\u2019s got is 70,000 megatons of KABOOM-BOOM! And I say we show it right up this floating head\u2019s ass!"", ""speaker"": ""Nathan""}, {""text"": ""Stay back! This watch turns people into snakes!"", ""speaker"": ""Rick""}, {""text"": ""Stand down. Everybody stand down! I\u2019m the leader of these people and I\u2019m unarmed. There\u2019s no need for any more snake-makery."", ""speaker"": ""President""}]"
"I’ve seen enough of the galaxy to know that what we’ve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math.  This head won’t go away until  Earth shows them it’s got a hit song.","[{""text"": ""Stand down. Everybody stand down! I\u2019m the leader of these people and I\u2019m unarmed. There\u2019s no need for any more snake-makery."", ""speaker"": ""President""}, {""text"": ""My name is Rick Sanchez. This here\u2019s my grandson Morty."", ""speaker"": ""Rick""}, {""text"": ""Hey."", ""speaker"": ""Morty""}]"
"No, Frasier. A live performance of a newly-written, catchy, original song. The Cromulon feed on the talent and showmanship of less-evolved lifeforms.","[{""text"": ""My name is Rick Sanchez. This here\u2019s my grandson Morty."", ""speaker"": ""Rick""}, {""text"": ""Hey."", ""speaker"": ""Morty""}, {""text"": ""I\u2019ve seen enough of the galaxy to know that what we\u2019ve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math.  This head won\u2019t go away until  Earth shows them it\u2019s got a hit song."", ""speaker"": ""Rick""}]"
